user_id, age, gender, country  , account_age_months, subscription_type, monthly_fee, payment_method, primary_device, devices_used, favorite_genre, avg_watch_time_minutes, watch_sessions_per_week, binge_watch_sessions, completion_rate, rating_given, content_interactions, recommendation_click_rate, days_since_last_login, churned, total_revenue_to_date, watch_efficiency   , engagement_rate
U115984,  61, Female, Canada   ,                 48, Basic            ,       15.99, Credit Card   , Tablet        ,            3, Drama         ,                     51,                      19,                    7,              30,          2.4,                    8,                         9,                    47, No     ,    767.52            ,  3.189493433395872 ,  0.4
U115985,  35, Male  , Brazil   ,                 51, Premium          ,        7.99, Debit Card    , Tablet        ,            3, Drama         ,                     99,                       4,                    1,              72,          4.9,                   20,                        29,                    52, Yes    ,    407.49            , 12.390488110137671 ,  4.0
U115986,  27, Female, Germany  ,                 57, Premium          ,        7.99, Debit Card    , Laptop        ,            2, Documentary   ,                    176,                       6,                    1,              65,          3.6,                   13,                        63,                    34, No     ,    455.43            , 22.027534418022526 ,  1.8571428571428572
U115987,  24, Male  , Canada   ,                 38, Standard         ,        7.99, Credit Card   , Mobile        ,            3, Comedy        ,                    273,                       9,                   13,              79,          4.1,                   39,                        20,                    52, No     ,    303.62            , 34.16770963704631  ,  3.9
U115988,  61, Female, India    ,                 25, Basic            ,       12.99, Debit Card    , Tablet        ,            1, Documentary   ,                    249,                       6,                    1,              41,          3.4,                    8,                        72,                    50, Yes    ,    324.75            , 19.168591224018474 ,  1.1428571428571428
U115989,  31, Female, India    ,                 43, Basic            ,        7.99, UPI           , Tablet        ,            2, Comedy        ,                     56,                       8,                   10,              35,          2.4,                    4,                        63,                    24, No     ,    343.57            ,  7.008760951188986 ,  0.4444444444444444
U115990,  32, Male  , Canada   ,                 23, Standard         ,       12.99, UPI           , Laptop        ,            2, Drama         ,                    191,                       5,                    6,              94,          1.9,                    1,                        29,                    38, No     ,    298.77            , 14.7036181678214   ,  0.16666666666666666
U115991,  33, Female, Spain    ,                  2, Standard         ,        7.99, Credit Card   , Smart TV      ,            1, Drama         ,                     44,                      11,                    7,              42,          3.2,                   45,                         3,                    37, No     ,     15.98            ,  5.5068836045056315,  3.75
U115992,  19, Male  , Australia,                 58, Basic            ,        7.99, UPI           , Tablet        ,            2, Comedy        ,                     79,                       3,                    4,              98,          4.3,                   49,                        98,                    31, No     ,    463.42            ,  9.887359198998748 , 12.25
U115993,  47, Male  , Australia,                 16, Premium          ,       15.99, Credit Card   , Tablet        ,            3, Documentary   ,                    235,                       6,                   12,              92,          2.5,                   27,                        44,                    38, No     ,    255.84            , 14.696685428392746 ,  3.857142857142857
U115994,  47, Female, Brazil   ,                 11, Premium          ,        7.99, Debit Card    , Mobile        ,            1, Drama         ,                     79,                      19,                    1,              38,          2.7,                   47,                        26,                    57, Yes    ,     87.89            ,  9.887359198998748 ,  2.35
U115995,  35, Female, Canada   ,                 15, Premium          ,       15.99, Debit Card    , Mobile        ,            1, Romance       ,                     57,                       5,                    2,              86,          3.7,                   31,                        40,                    43, No     ,    239.85            ,  3.5647279549718576,  5.166666666666667
U115996,  48, Male  , Brazil   ,                 28, Standard         ,       15.99, PayPal        , Mobile        ,            3, Documentary   ,                    211,                       2,                   11,              39,          3.0,                   38,                        39,                    11, No     ,    447.72            , 13.195747342088806 , 12.666666666666666
U115997,  61, Male  , Japan    ,                 47, Standard         ,       15.99, PayPal        , Tablet        ,            1, Action        ,                    220,                      12,                    4,              96,          1.5,                   10,                         5,                    10, Yes    ,    751.53            , 13.758599124452783 ,  0.7692307692307693
U115998,  30, Male  , Australia,                 11, Premium          ,        7.99, UPI           , Mobile        ,            3, Action        ,                    204,                      16,                    1,              32,          4.4,                   42,                        88,                    21, No     ,     87.89            , 25.53191489361702  ,  2.4705882352941178
U115999,  37, Other , Germany  ,                 17, Basic            ,        7.99, UPI           , Smart TV      ,            3, Comedy        ,                    183,                       5,                   14,              93,          2.2,                   22,                        34,                     4, Yes    ,    135.83            , 22.90362953692115  ,  3.6666666666666665
U116000,  52, Female, UK       ,                 40, Standard         ,        7.99, Credit Card   , Tablet        ,            2, Sci-Fi        ,                    279,                       9,                    2,              37,          2.3,                   47,                        59,                    28, No     ,    319.6             , 34.91864831038799  ,  4.7
U116001,  40, Other , India    ,                 26, Basic            ,        7.99, Debit Card    , Laptop        ,            1, Thriller      ,                    197,                       4,                    3,              71,          4.1,                   22,                        17,                    21, No     ,    207.74            , 24.6558197747184   ,  4.4
U116002,  59, Male  , Canada   ,                 32, Standard         ,       12.99, Debit Card    , Tablet        ,            2, Action        ,                    184,                      19,                   10,              82,          4.2,                   48,                        33,                    53, Yes    ,    415.68            , 14.164742109314858 ,  2.4
U116003,  50, Other , Japan    ,                 52, Standard         ,       15.99, PayPal        , Laptop        ,            3, Action        ,                    104,                       1,                    8,              91,          3.4,                   24,                        28,                    51, No     ,    831.48            ,  6.504065040650406 , 12.0
U116004,  55, Male  , Spain    ,                 23, Standard         ,       12.99, Debit Card    , Laptop        ,            2, Comedy        ,                     12,                       4,                    8,              45,          4.2,                   33,                        93,                    42, No     ,    298.77            ,  0.9237875288683602,  6.6
U116005,  52, Other , Canada   ,                 20, Basic            ,       12.99, Debit Card    , Tablet        ,            1, Sci-Fi        ,                    279,                      13,                    0,              59,          4.3,                   44,                        24,                    45, No     ,    259.8             , 21.478060046189377 ,  3.142857142857143
U116006,  53, Other , Japan    ,                 18, Standard         ,        7.99, UPI           , Tablet        ,            3, Comedy        ,                     90,                       9,                    5,              74,          3.3,                    9,                         4,                    19, No     ,    143.82            , 11.264080100125156 ,  0.9
U116007,  37, Female, Spain    ,                 28, Basic            ,       15.99, Credit Card   , Laptop        ,            1, Documentary   ,                    262,                       4,                    3,              87,          2.0,                   42,                        57,                    19, No     ,    447.72            , 16.38524077548468  ,  8.4
U116008,  20, Female, Germany  ,                 39, Standard         ,       15.99, PayPal        , Smart TV      ,            1, Action        ,                    267,                       2,                    3,              37,          1.0,                   43,                        19,                    32, Yes    ,    623.61            , 16.69793621013133  , 14.333333333333334
U116009,  25, Other , UK       ,                  7, Premium          ,       12.99, UPI           , Mobile        ,            3, Romance       ,                    135,                       8,                    0,              56,          1.6,                    4,                        97,                    21, No     ,     90.93            , 10.392609699769054 ,  0.4444444444444444
U116010,  57, Male  , France   ,                 28, Premium          ,        7.99, PayPal        , Tablet        ,            1, Horror        ,                     64,                       6,                    7,              72,          1.1,                   46,                        50,                    32, No     ,    223.72            ,  8.010012515644556 ,  6.571428571428571
U116011,  49, Female, Japan    ,                 19, Standard         ,       12.99, Credit Card   , Laptop        ,            3, Drama         ,                     14,                       8,                    1,              75,          2.3,                   17,                        29,                    37, No     ,    246.81            ,  1.077752117013087 ,  1.8888888888888888
U116012,  46, Other , Australia,                 19, Standard         ,       12.99, Debit Card    , Laptop        ,            1, Drama         ,                    256,                       9,                    4,              34,          2.5,                   31,                        12,                    11, No     ,    246.81            , 19.70746728252502  ,  3.1
U116013,  24, Male  , UK       ,                 45, Basic            ,       12.99, UPI           , Mobile        ,            2, Documentary   ,                    234,                      15,                    9,              50,          4.3,                   11,                        95,                    28, No     ,    584.55            , 18.013856812933025 ,  0.6875
U116014,  19, Female, Canada   ,                 50, Basic            ,        7.99, Debit Card    , Mobile        ,            1, Comedy        ,                    212,                      17,                    2,              51,          1.7,                   12,                        76,                    31, No     ,    399.5             , 26.53316645807259  ,  0.6666666666666666
U116015,  38, Other , Canada   ,                 45, Premium          ,        7.99, Credit Card   , Laptop        ,            1, Documentary   ,                     70,                       5,                    2,              74,          1.8,                   15,                        53,                    41, Yes    ,    359.55            ,  8.760951188986233 ,  2.5
U116016,  23, Male  , USA      ,                 27, Premium          ,       15.99, Credit Card   , Tablet        ,            2, Thriller      ,                     55,                      13,                   12,              56,          2.2,                    2,                        23,                    45, No     ,    431.73            ,  3.4396497811131956,  0.14285714285714285
U116017,  45, Male  , Germany  ,                 16, Premium          ,       12.99, UPI           , Laptop        ,            3, Thriller      ,                     29,                       2,                    8,              88,          4.4,                   39,                        45,                    25, Yes    ,    207.84            ,  2.232486528098537 , 13.0
U116018,  59, Other , UK       ,                 25, Standard         ,       15.99, Credit Card   , Laptop        ,            1, Action        ,                    146,                      17,                   13,              75,          2.3,                   34,                        40,                    48, No     ,    399.75            ,  9.1307066916823   ,  1.8888888888888888
U116019,  53, Male  , Brazil   ,                 35, Standard         ,        7.99, PayPal        , Mobile        ,            3, Thriller      ,                    203,                       4,                    1,              81,          3.1,                   15,                        88,                    35, No     ,    279.65000000000003, 25.406758448060074 ,  3.0
U116020,  49, Other , Brazil   ,                 13, Basic            ,       15.99, UPI           , Mobile        ,            2, Drama         ,                    158,                      11,                    2,              95,          3.3,                   42,                        44,                     3, No     ,    207.87            ,  9.88117573483427  ,  3.5
U116021,  62, Male  , Germany  ,                 30, Standard         ,       12.99, Debit Card    , Tablet        ,            1, Thriller      ,                    107,                      16,                   13,              86,          3.2,                   35,                        59,                    22, No     ,    389.7             ,  8.237105465742879 ,  2.0588235294117645
U116022,  59, Other , Germany  ,                  4, Basic            ,       12.99, Debit Card    , Tablet        ,            3, Drama         ,                     39,                      17,                   12,              37,          3.6,                   26,                         6,                     3, No     ,     51.96            ,  3.0023094688221708,  1.4444444444444444
U116023,  63, Female, USA      ,                 34, Standard         ,        7.99, Credit Card   , Mobile        ,            1, Sci-Fi        ,                    124,                       3,                   14,              52,          3.0,                   27,                         8,                    36, No     ,    271.66            , 15.519399249061326 ,  6.75
U116024,  26, Male  , Canada   ,                 55, Premium          ,       15.99, PayPal        , Mobile        ,            1, Comedy        ,                     64,                      14,                    5,              83,          4.7,                    8,                        50,                    20, Yes    ,    879.45            ,  4.002501563477173 ,  0.5333333333333333
U116025,  28, Other , USA      ,                 55, Premium          ,        7.99, UPI           , Smart TV      ,            3, Action        ,                    125,                       8,                    7,              37,          3.9,                   30,                        48,                    34, No     ,    439.45            , 15.644555694618273 ,  3.3333333333333335
U116026,  40, Other , USA      ,                 33, Basic            ,        7.99, Debit Card    , Tablet        ,            2, Drama         ,                     94,                       9,                    1,              60,          1.6,                   49,                        82,                    30, No     ,    263.67            , 11.76470588235294  ,  4.9
U116027,  28, Male  , Australia,                 51, Standard         ,       15.99, Credit Card   , Mobile        ,            3, Thriller      ,                    297,                       6,                    3,              82,          4.6,                   11,                        34,                    58, No     ,    815.49            , 18.574108818011258 ,  1.5714285714285714
U116028,  19, Female, Japan    ,                 41, Premium          ,       15.99, Credit Card   , Tablet        ,            2, Documentary   ,                    130,                      10,                    7,              34,          5.0,                   16,                        99,                    12, No     ,    655.59            ,  8.130081300813009 ,  1.4545454545454546
U116029,  20, Other , India    ,                 44, Basic            ,        7.99, Debit Card    , Mobile        ,            1, Drama         ,                    237,                       2,                    0,              37,          1.4,                   15,                        20,                    47, Yes    ,    351.56            , 29.662077596996244 ,  5.0
U116030,  28, Female, Japan    ,                 17, Standard         ,       15.99, Credit Card   , Laptop        ,            1, Horror        ,                    270,                       6,                    6,              67,          4.5,                    7,                        64,                    52, No     ,    271.83            , 16.885553470919323 ,  1.0
U116031,  52, Male  , USA      ,                 55, Basic            ,       15.99, Credit Card   , Tablet        ,            3, Drama         ,                    271,                      10,                    4,              50,          4.4,                   37,                        14,                    55, No     ,    879.45            , 16.948092557848653 ,  3.3636363636363638
U116032,  32, Female, Japan    ,                 41, Premium          ,       15.99, Credit Card   , Smart TV      ,            2, Romance       ,                     68,                       7,                    1,              61,          4.3,                   37,                        18,                    41, No     ,    655.59            ,  4.252657911194497 ,  4.625
U116033,  60, Male  , USA      ,                  8, Standard         ,       15.99, PayPal        , Laptop        ,            1, Sci-Fi        ,                    277,                       2,                   12,              68,          2.2,                   44,                        19,                    59, No     ,    127.92            , 17.32332707942464  , 14.666666666666666
U116034,  28, Other , Spain    ,                 48, Basic            ,       15.99, Debit Card    , Smart TV      ,            1, Romance       ,                     31,                       7,                    8,              91,          4.3,                    2,                        25,                    38, No     ,    767.52            ,  1.9387116948092558,  0.25
U116035,  48, Female, Spain    ,                 49, Basic            ,       15.99, Credit Card   , Smart TV      ,            1, Action        ,                     42,                       2,                   10,              46,          4.1,                   45,                        76,                    59, No     ,    783.51            ,  2.626641651031895 , 15.0
U116036,  45, Male  , Australia,                 53, Standard         ,       15.99, Debit Card    , Mobile        ,            3, Thriller      ,                    274,                       2,                    2,              45,          2.2,                   22,                        27,                     7, No     ,    847.47            , 17.13570981863665  ,  7.333333333333333
U116037,  45, Other , USA      ,                  3, Standard         ,       15.99, UPI           , Mobile        ,            1, Documentary   ,                    265,                       5,                    2,              43,          1.8,                   47,                        70,                    27, No     ,     47.97            , 16.57285803627267  ,  7.833333333333333
U116038,  49, Female, Australia,                 38, Basic            ,       15.99, Credit Card   , Laptop        ,            2, Documentary   ,                    267,                      17,                    1,              98,          2.9,                   20,                        86,                    46, No     ,    607.62            , 16.69793621013133  ,  1.1111111111111112
U116039,  42, Male  , USA      ,                 34, Standard         ,       12.99, Credit Card   , Mobile        ,            1, Drama         ,                    146,                      11,                   10,              62,          2.8,                    0,                        90,                    29, No     ,    441.66            , 11.23941493456505  ,  0.0
U116040,  37, Female, Australia,                 24, Premium          ,       15.99, UPI           , Tablet        ,            2, Documentary   ,                     27,                      15,                    2,              40,          4.0,                   29,                        55,                    14, No     ,    383.76            ,  1.6885553470919323,  1.8125
U116041,  45, Other , India    ,                 16, Standard         ,       12.99, PayPal        , Laptop        ,            3, Comedy        ,                    161,                      17,                    0,              43,          1.1,                    9,                        43,                    23, No     ,    207.84            , 12.3941493456505   ,  0.5
U116042,  42, Other , Germany  ,                 37, Premium          ,       15.99, Credit Card   , Mobile        ,            3, Comedy        ,                    210,                      18,                    9,              55,          2.1,                    5,                        10,                    32, No     ,    591.63            , 13.133208255159474 ,  0.2631578947368421
U116043,  28, Male  , Brazil   ,                 55, Basic            ,        7.99, Credit Card   , Laptop        ,            3, Thriller      ,                     67,                       9,                    5,              78,          1.1,                    3,                         0,                    46, Yes    ,    439.45            ,  8.385481852315394 ,  0.3
U116044,  36, Female, Australia,                  8, Standard         ,       15.99, UPI           , Mobile        ,            3, Documentary   ,                     71,                       2,                    7,              61,          4.3,                    8,                        88,                    34, No     ,    127.92            ,  4.440275171982489 ,  2.6666666666666665
U116045,  45, Female, France   ,                 35, Premium          ,        7.99, PayPal        , Smart TV      ,            1, Thriller      ,                    234,                      15,                    5,              61,          4.3,                   49,                        62,                     8, Yes    ,    279.65000000000003, 29.286608260325405 ,  3.0625
U116046,  18, Other , Australia,                 58, Basic            ,       15.99, Credit Card   , Smart TV      ,            2, Sci-Fi        ,                    298,                       8,                    1,              90,          4.1,                   14,                        56,                    20, No     ,    927.42            , 18.636647904940588 ,  1.5555555555555556
U116047,  22, Female, UK       ,                  1, Basic            ,        7.99, UPI           , Tablet        ,            1, Romance       ,                    197,                       4,                    1,              56,          1.0,                    4,                        42,                    31, No     ,      7.99            , 24.6558197747184   ,  0.8
U116048,  27, Female, Brazil   ,                 10, Premium          ,       12.99, UPI           , Tablet        ,            1, Drama         ,                     20,                       1,                    7,              71,          4.0,                    1,                        91,                    30, No     ,    129.9             ,  1.539645881447267 ,  0.5
U116049,  59, Female, Brazil   ,                 56, Premium          ,       15.99, PayPal        , Tablet        ,            3, Comedy        ,                    189,                       9,                   11,              55,          1.4,                    4,                        20,                    43, No     ,    895.44            , 11.819887429643527 ,  0.4
U116050,  63, Male  , India    ,                 19, Basic            ,       12.99, Debit Card    , Laptop        ,            2, Documentary   ,                     63,                       4,                    4,              92,          4.1,                   46,                        91,                    38, Yes    ,    246.81            ,  4.849884526558891 ,  9.2
U116051,  51, Other , Spain    ,                  8, Standard         ,       12.99, PayPal        , Smart TV      ,            3, Sci-Fi        ,                    131,                      15,                    0,              42,          4.1,                   24,                        48,                    29, No     ,    103.92            , 10.0846805234796   ,  1.5
U116052,  53, Male  , UK       ,                 25, Basic            ,       15.99, Debit Card    , Tablet        ,            1, Comedy        ,                    258,                      13,                   12,              52,          1.5,                   15,                        82,                    11, No     ,    399.75            , 16.135084427767353 ,  1.0714285714285714
U116053,  19, Other , Australia,                  7, Premium          ,        7.99, Credit Card   , Mobile        ,            3, Documentary   ,                    203,                      18,                    8,              84,          3.3,                   27,                        36,                    33, No     ,     55.93            , 25.406758448060074 ,  1.4210526315789473
U116054,  35, Male  , Japan    ,                  5, Standard         ,       12.99, PayPal        , Mobile        ,            2, Sci-Fi        ,                     25,                       5,                   13,              72,          3.9,                   13,                        71,                    49, No     ,     64.95            ,  1.924557351809084 ,  2.1666666666666665
U116055,  30, Male  , India    ,                 12, Standard         ,       15.99, PayPal        , Mobile        ,            3, Comedy        ,                    157,                      18,                    6,              93,          3.4,                   31,                        23,                    35, No     ,    191.88            ,  9.81863664790494  ,  1.631578947368421
U116056,  22, Male  , Japan    ,                 32, Standard         ,       12.99, Debit Card    , Tablet        ,            1, Comedy        ,                    212,                      18,                    1,              72,          1.1,                    1,                        35,                    45, No     ,    415.68            , 16.320246343341033 ,  0.05263157894736842
U116057,  37, Female, UK       ,                 48, Standard         ,       15.99, Debit Card    , Laptop        ,            2, Comedy        ,                    192,                      12,                    1,              52,          1.8,                    2,                        61,                     6, No     ,    767.52            , 12.007504690431519 ,  0.15384615384615385
U116058,  19, Other , USA      ,                 53, Standard         ,       12.99, PayPal        , Mobile        ,            3, Thriller      ,                     47,                       8,                    3,              39,          3.0,                   42,                        53,                    38, No     ,    688.47            ,  3.6181678214010775,  4.666666666666667
U116059,  28, Male  , USA      ,                 42, Basic            ,        7.99, PayPal        , Tablet        ,            2, Drama         ,                    183,                      18,                   14,              92,          3.7,                   48,                        20,                    57, No     ,    335.58            , 22.90362953692115  ,  2.526315789473684
U116060,  47, Female, Brazil   ,                 18, Standard         ,       12.99, PayPal        , Tablet        ,            2, Thriller      ,                    138,                      12,                   12,              81,          2.2,                   36,                        16,                    26, No     ,    233.82            , 10.623556581986143 ,  2.769230769230769
U116061,  49, Male  , Australia,                  8, Premium          ,        7.99, PayPal        , Mobile        ,            1, Drama         ,                     84,                      17,                    1,              31,          2.6,                    4,                        40,                    25, No     ,     63.92            , 10.513141426783479 ,  0.2222222222222222
U116062,  49, Female, USA      ,                 20, Basic            ,       15.99, Credit Card   , Mobile        ,            2, Horror        ,                    140,                       1,                    7,              79,          4.4,                   10,                         6,                    37, No     ,    319.8             ,  8.755472170106316 ,  5.0
U116063,  55, Male  , Brazil   ,                 16, Standard         ,        7.99, Credit Card   , Smart TV      ,            3, Comedy        ,                    141,                       7,                   10,              86,          3.7,                    5,                        40,                     5, No     ,    127.84            , 17.647058823529413 ,  0.625
U116064,  45, Other , Brazil   ,                  2, Standard         ,       12.99, Debit Card    , Smart TV      ,            1, Horror        ,                    265,                      16,                    9,              30,          1.1,                   32,                        70,                    21, No     ,     25.98            , 20.40030792917629  ,  1.8823529411764706
U116065,  27, Other , Brazil   ,                 21, Basic            ,       15.99, PayPal        , Smart TV      ,            3, Documentary   ,                     81,                       2,                    6,              73,          3.7,                   44,                        21,                     4, No     ,    335.79            ,  5.065666041275797 , 14.666666666666666
U116066,  39, Male  , France   ,                  2, Premium          ,       15.99, Debit Card    , Smart TV      ,            2, Drama         ,                    201,                       3,                   13,              67,          2.5,                   16,                         6,                    32, No     ,     31.98            , 12.570356472795497 ,  4.0
U116067,  34, Male  , Canada   ,                 24, Premium          ,       12.99, Debit Card    , Laptop        ,            3, Action        ,                    103,                       3,                    0,              40,          2.8,                   43,                        35,                    11, No     ,    311.76            ,  7.929176289453426 , 10.75
U116068,  39, Male  , Canada   ,                 24, Premium          ,        7.99, PayPal        , Laptop        ,            3, Sci-Fi        ,                    268,                       2,                   12,              61,          3.9,                   28,                        77,                    17, Yes    ,    191.76            , 33.541927409261575 ,  9.333333333333334
U116069,  60, Male  , Spain    ,                 46, Basic            ,        7.99, Debit Card    , Mobile        ,            2, Horror        ,                    112,                      12,                   11,              80,          1.2,                   21,                        68,                    16, No     ,    367.54            , 14.017521902377972 ,  1.6153846153846154
U116070,  36, Female, France   ,                 46, Premium          ,       12.99, Debit Card    , Mobile        ,            2, Thriller      ,                     55,                      17,                    2,              72,          2.9,                   11,                        61,                    37, No     ,    597.54            ,  4.234026173979984 ,  0.6111111111111112
U116071,  34, Other , Australia,                 42, Standard         ,       12.99, PayPal        , Tablet        ,            3, Comedy        ,                     50,                       2,                    4,              34,          1.2,                    9,                        22,                    21, Yes    ,    545.58            ,  3.849114703618168 ,  3.0
U116072,  41, Female, Australia,                 10, Standard         ,        7.99, UPI           , Laptop        ,            2, Documentary   ,                    288,                       1,                   12,              76,          1.1,                    2,                        65,                    55, No     ,     79.9             , 36.0450563204005   ,  1.0
U116073,  53, Other , UK       ,                 43, Premium          ,       15.99, UPI           , Laptop        ,            2, Drama         ,                     72,                       3,                   14,              87,          3.7,                   33,                        65,                    50, Yes    ,    687.57            ,  4.50281425891182  ,  8.25
U116074,  49, Male  , Spain    ,                 44, Standard         ,        7.99, UPI           , Laptop        ,            2, Drama         ,                    152,                      13,                    8,              44,          4.7,                    2,                         8,                    47, No     ,    351.56            , 19.02377972465582  ,  0.14285714285714285
U116075,  63, Other , France   ,                 10, Basic            ,        7.99, UPI           , Laptop        ,            3, Comedy        ,                    289,                       3,                    1,              77,          1.4,                   10,                        77,                    15, No     ,     79.9             , 36.170212765957444 ,  2.5
U116076,  53, Male  , Canada   ,                 24, Standard         ,       12.99, UPI           , Smart TV      ,            1, Horror        ,                    173,                      11,                    3,              97,          3.2,                   23,                        74,                    57, No     ,    311.76            , 13.31793687451886  ,  1.9166666666666667
U116077,  45, Male  , Japan    ,                 47, Premium          ,       12.99, UPI           , Mobile        ,            1, Comedy        ,                     80,                       7,                    6,              87,          4.9,                   35,                        41,                     6, No     ,    610.53            ,  6.158583525789068 ,  4.375
U116078,  31, Female, Brazil   ,                 58, Standard         ,       12.99, UPI           , Mobile        ,            1, Thriller      ,                    177,                       7,                   14,              90,          1.6,                   49,                        24,                    21, No     ,    753.42            , 13.625866050808314 ,  6.125
U116079,  53, Other , Australia,                 39, Standard         ,       15.99, Credit Card   , Tablet        ,            2, Sci-Fi        ,                    193,                      19,                    1,              54,          1.9,                   29,                        80,                     8, No     ,    623.61            , 12.07004377736085  ,  1.45
U116080,  23, Female, USA      ,                 43, Premium          ,        7.99, UPI           , Laptop        ,            1, Comedy        ,                    224,                      19,                   13,              93,          1.9,                   21,                        86,                    46, No     ,    343.57            , 28.035043804755944 ,  1.05
U116081,  26, Female, Canada   ,                 52, Premium          ,        7.99, PayPal        , Tablet        ,            1, Sci-Fi        ,                    132,                      17,                   11,              76,          1.8,                   16,                        47,                     1, No     ,    415.48            , 16.520650813516895 ,  0.8888888888888888
U116082,  38, Female, France   ,                 55, Premium          ,       15.99, UPI           , Laptop        ,            3, Comedy        ,                    207,                       7,                   14,              70,          4.7,                   45,                        67,                    46, No     ,    879.45            , 12.945590994371482 ,  5.625
U116083,  29, Female, France   ,                 46, Premium          ,        7.99, Credit Card   , Mobile        ,            3, Romance       ,                     80,                       9,                   10,              90,          2.4,                    5,                        93,                    12, Yes    ,    367.54            , 10.012515644555695 ,  0.5
U116084,  47, Other , India    ,                 11, Standard         ,       12.99, Debit Card    , Mobile        ,            3, Thriller      ,                     94,                       9,                    3,              50,          1.0,                    0,                        56,                    44, No     ,    142.89000000000001,  7.236335642802155 ,  0.0
U116085,  48, Other , Brazil   ,                 14, Standard         ,       15.99, Credit Card   , Laptop        ,            2, Documentary   ,                    275,                       4,                    4,              78,          2.1,                   26,                        77,                    18, No     ,    223.86            , 17.19824890556598  ,  5.2
U116086,  57, Female, UK       ,                 43, Premium          ,       12.99, PayPal        , Laptop        ,            2, Horror        ,                     89,                      12,                    2,              50,          4.8,                    5,                        22,                    25, No     ,    558.57            ,  6.851424172440338 ,  0.38461538461538464
U116087,  21, Other , France   ,                 29, Basic            ,       15.99, Debit Card    , Tablet        ,            2, Thriller      ,                    298,                      14,                    6,              50,          4.9,                   19,                        76,                    11, No     ,    463.71            , 18.636647904940588 ,  1.2666666666666666
U116088,  48, Male  , UK       ,                  7, Standard         ,       12.99, UPI           , Mobile        ,            2, Action        ,                    224,                       6,                    8,              73,          4.0,                   30,                        92,                    10, No     ,     90.93            , 17.244033872209393 ,  4.285714285714286
U116089,  44, Other , France   ,                 12, Standard         ,       12.99, Credit Card   , Smart TV      ,            1, Documentary   ,                     25,                       8,                   14,              83,          3.1,                    6,                        17,                    32, No     ,    155.88            ,  1.924557351809084 ,  0.6666666666666666
U116090,  42, Female, Spain    ,                 17, Standard         ,       15.99, UPI           , Tablet        ,            3, Sci-Fi        ,                     34,                       6,                    9,              80,          4.7,                   36,                        36,                    10, Yes    ,    271.83            ,  2.1263289555972484,  5.142857142857143
U116091,  22, Male  , Spain    ,                 39, Standard         ,       15.99, Credit Card   , Smart TV      ,            3, Drama         ,                    278,                      10,                    3,              94,          2.5,                   36,                        69,                     7, No     ,    623.61            , 17.38586616635397  ,  3.272727272727273
U116092,  23, Male  , Australia,                 13, Standard         ,       12.99, Debit Card    , Smart TV      ,            1, Romance       ,                     96,                      16,                   11,              62,          2.1,                   31,                         7,                    59, No     ,    168.87            ,  7.390300230946882 ,  1.8235294117647058
U116093,  22, Male  , Germany  ,                 58, Standard         ,        7.99, Credit Card   , Mobile        ,            2, Drama         ,                    286,                      12,                    5,              66,          1.6,                   19,                        83,                    49, No     ,    463.42            , 35.794743429286605 ,  1.4615384615384615
U116094,  44, Male  , USA      ,                 50, Premium          ,        7.99, PayPal        , Tablet        ,            2, Horror        ,                     13,                       6,                    7,              93,          2.0,                   13,                         5,                    35, Yes    ,    399.5             ,  1.6270337922403004,  1.8571428571428572
U116095,  25, Male  , UK       ,                 27, Basic            ,       12.99, Debit Card    , Smart TV      ,            2, Comedy        ,                    113,                       6,                    6,              52,          4.2,                   14,                        16,                    22, No     ,    350.73            ,  8.698999230177058 ,  2.0
U116096,  26, Female, USA      ,                 23, Standard         ,       15.99, PayPal        , Laptop        ,            1, Romance       ,                    236,                       3,                    0,              60,          2.7,                   13,                        22,                    34, No     ,    367.77            , 14.759224515322076 ,  3.25
U116097,  32, Female, Australia,                 27, Basic            ,       15.99, PayPal        , Tablet        ,            3, Horror        ,                    168,                       1,                    0,              46,          2.9,                   16,                        40,                    53, No     ,    431.73            , 10.50656660412758  ,  8.0
U116098,  53, Male  , Brazil   ,                 58, Standard         ,        7.99, UPI           , Smart TV      ,            3, Action        ,                     62,                       7,                    3,              66,          1.6,                   38,                         9,                    55, No     ,    463.42            ,  7.759699624530663 ,  4.75
U116099,  58, Female, Spain    ,                  9, Premium          ,        7.99, UPI           , Smart TV      ,            3, Horror        ,                     46,                       2,                    9,              55,          4.5,                   36,                         9,                    42, No     ,     71.91            ,  5.7571964956195245, 12.0
U116100,  24, Other , Canada   ,                  4, Standard         ,        7.99, Debit Card    , Tablet        ,            1, Horror        ,                    204,                       4,                    0,              94,          2.0,                    8,                        94,                     7, No     ,     31.96            , 25.53191489361702  ,  1.6
